transcription/San_Luis_Potosi-1930_Mexico_Census/004107773_00715.xml,reg/004107773_00715.jpg
transcription/Nuevo_Leon-1930_Mexico_Census/004107283_00780.xml,reg/004107283_00780.jpg
transcription/Mexico-1930_Mexico_Census/004107093_00589.xml,reg/004107093_00589.jpg
transcription/Oaxaca-1930_Mexico_Census/004107293_00053.xml,reg/004107293_00053.jpg
transcription/San_Luis_Potosi-1930_Mexico_Census/004107773_00535.xml,reg/004107773_00535.jpg
transcription/Coahulia-1930_Mexico_Census/004106993_00676.xml,reg/004106993_00676.jpg
transcription/Veracruz-1930_Mexico_Census/004107883_00146.xml,reg/004107883_00146.jpg
transcription/Zacatecas-1930_Mexico_Census/004108043_00684.xml,reg/004108043_00684.jpg
transcription/Nuevo_Leon-1930_Mexico_Census/004107283_00007.xml,reg/004107283_00007.jpg
transcription/Mexico-1930_Mexico_Census/004107093_00302.xml,reg/004107093_00302.jpg
transcription/Oaxaca-1930_Mexico_Census/004107293_00228.xml,reg/004107293_00228.jpg
transcription/San_Luis_Potosi-1930_Mexico_Census/004107773_00518.xml,reg/004107773_00518.jpg
transcription/Nuevo_Leon-1930_Mexico_Census/004107283_00080.xml,reg/004107283_00080.jpg
transcription/Mexico-1930_Mexico_Census/004107093_00706.xml,reg/004107093_00706.jpg
transcription/Zacatecas-1930_Mexico_Census/004108043_00079.xml,reg/004108043_00079.jpg
transcription/Coahulia-1930_Mexico_Census/004106993_00588.xml,reg/004106993_00588.jpg
transcription/Veracruz-1930_Mexico_Census/004107883_00263.xml,reg/004107883_00263.jpg
transcription/Oaxaca-1930_Mexico_Census/004107293_00704.xml,reg/004107293_00704.jpg
transcription/Nuevo_Leon-1930_Mexico_Census/004107283_00387.xml,reg/004107283_00387.jpg
transcription/Mexico-1930_Mexico_Census/004107093_00587.xml,reg/004107093_00587.jpg
transcription/San_Luis_Potosi-1930_Mexico_Census/004107773_00125.xml,reg/004107773_00125.jpg
